nama;harga;lokasi;toko;rating;terjual
LENOVO Legion 9i 16IRX8 GeForce RTX™ 4090 -  i9 13980HX  64GB 2TB SSD ;Rp76.999.000;Tangerang;Lenovo Authorized Tangerang;;
LENOVO IDEAPAD SLIM 5 14IMH9 ULTRA 5 125H 16GB 512GB W11+OHS ;Rp12.100.000;Jakarta Pusat;Lenovo Legion Official;5.0;17 terjual
Asus PC ROG STRIX G13CH i7 13700F RTX3050 8GB/ 16GB 512GB W11 + OHS;Rp20.999.000;Jakarta Pusat;GAMING_TECH.ID;;1 terjual
Laptop Lenovo Ideapad Gaming 3 15IAH7 i5 12500H 8GB 512ssd RTX3050;Rp14.999.000;Yogyakarta;Agres ID Jogjatronik;4.0;2 terjual
LENOVO IdeaPad Slim 3 14IAH8 83EQ0006ID Core i5 12450H 8GB 512GB W11;Rp40.694.000;Jakarta Pusat;Sukses IT;5.0;1 terjual
ACER NITRO 5 GAMING 15 AN515 I5 12500H RTX3050 8GB 512GB W11+OHS 4ZRGB;Rp12.150.000;Jakarta Utara;LAPTOP MURAH MURAH;;
ASUS ROG ZEPHYRUS M GU502GU I7-9750 8GB SSD512 GTX1660 6GB;Rp23.850.000;Jakarta Utara;LAPTOP-OKe;5.0;1 terjual
"Laptop Lenovo Ideapad Slim 1 Ryzen 3-7320U 4GB 512ssd R610m W11 15.6""";Rp4.599.000;Jakarta Utara;Top Tech;5.0;21 terjual
"Laptop Lenovo IdeaPad Flex 5 Core i3-1115G4 8GB 512GB SSD 14"" FHD - Grey 8/256";Rp7.398.979;Jakarta Pusat;TeknoTrend;4.8;100+ terjual
"Lenovo Ideapad Slim PRO 7 14 Touch i7 1360P 16GB 1TB W11 14""FHD 2.8k";Rp12.799.000;Jakarta Utara;Top Tech;;4 terjual
Lenovo Ideapad Pro 5i Intel Ultra 7 155H 1TB SSD 32GB 2.8K OLED 120Hz Win11+OHS;Rp18.499.000;Tangerang;Lenovo Authorized Tangerang;;
Lenovo Ideapad Pro 5i Intel Ultra 7 155H 1TB SSD 32GB 2.8K OLED 120Hz Win11+OHS;Rp18.499.000;Jakarta Barat;Lenovo Authorized Jakarta Barat;;
Terlaris ACER Nitro 5 AN515-57-52BQ i5-11400H 8GB 512GB SSD RTX3050;Rp10.435.000;Jakarta Utara;Mykaylaa;;
LENOVO LEGION SLIM 5 16 RYZEN 5 7640 RTX4060 8GB RAM 16GB 512GB W11 16.0QHD IPS;Rp16.899.000;Jakarta Utara;LAPTOP SHOP ID;;
LAPTOP LENOVO IDEAPAD GAMING 3 15 RYZEN 5 5500H RTX2050 4GB/ 8GB 512GB;Rp9.922.000;Bandung;Techno Central;;
Lenovo LOQ 15 Gaming RTX4050 6GB Ryzen 5 7640HS 8GB 512GB Win11;Rp11.673.000;Jakarta Pusat;adii22;;
Lenovo LOQ Gaming i5-12450HX 512GB SSD 8GB 100%sRGB 144Hz ARC A530M;Rp11.199.000;Bekasi;Sinarmulia Bekasi;5.0;1 terjual
LAPTOP LENOVO IDEAPAD SLIM 3 - i7 1165G7 8GB 512GB SSD IRIS XE W11 OHS;Rp10.699.000;Jakarta Pusat;HOSANA COMPUTER;;1 terjual
MSI THIN 15 B13VE 1461ID RTX4050 Intel Core i5-13420H 512GB SSD 8GB RAM Gaming Notebook Laptop;Rp13.899.000;Malang;Galaxy Solusindo;;
Acer Nitro V15 ANV15-51-542G Ci5-13420H 8GB/512GB SSD/RTX2050 4GB;Rp10.999.000;Semarang;TOP COMPUTERSEMARANG;;
Laptop Premium Gaming Editing Acer Aspire 5 Intel Core i5 Ram 8/512gb;Rp5.850.000;Bandung;R-07Store;4.5;2 terjual
Laptop Asus TUF Gaming 15 FA506IC, Amd Ryzen 7 - 4800H Ram 8Gb/ SSD 512Gb DualVga  Nvidia Geforce RTX 3050 4Gb + Amd Radeon (TM) Graphic;Rp9.900.000;Jakarta Barat;kajoedstore17;;
Lenovo Ideapad Slim 5i 14 i5 1135G7 8GB 512ssd W10+OHS 14.0FHD IPS 2Yr;Rp8.749.000;Jakarta Utara;ROGS STORE;5.0;30+ terjual
LAPTOP GAMING ASUS ROG ZEPHYRUS M16 GU603Z INTEL i7 12700H RTX3060;Rp16.599.000;Bandung;Eksklusif Komputer;5.0;7 terjual
Lenovo Ideapad Slim 5i i7-13620H 512GB SSD 16GB OLED Win11+OHS;Rp13.999.000;Tangerang;Lenovo Authorized Tangerang;5.0;3 terjual
"Lenovo IdeaPad Duet 3 N200 8GB 265GB INTEL UHD 11.5"" 2K TOUCH W11 OHS";Rp8.899.000;Jakarta Pusat;Protech Computer;;
Laptop Lenovo IdeaPad Slim 3i i3-1215U 512GB SSD 8GB Win11+OHS;Rp6.499.000;Jakarta Barat;Sinarmulia Sukses Makmur;5.0;250+ terjual
ACER NITRO ANV15-51-542G I5 13420H RTX2050 8GB 512GB SSD W11+OHS;Rp11.099.000;Semarang;Agres ID Semarang.;;
Laptop Acer NITRO V 15 ANV15-51-542G I5 13420H 8GB -512GB -RTX2050 4GB;Rp11.515.900;Balikpapan;ArinGo Computer Balikpapan;;
HP VICTUS 15 FA1094TX RTX2050 Intel Core i5 12450H 512GB SSD 8GB RAM Gaming Notebook Laptop;Rp11.507.000;Malang;GASOL;;
"LENOVO IDEAPAD SLIM 3 14 CORE I5 12450 8GB 512GB SSD 14"" FHD IPS";Rp7.799.000;Jakarta Utara;ALIENWARE OFFICIAL;5.0;1 terjual
Laptop Gaming MSI Cyborg 15 A13VE 683 i5-13420H/512GB/8GB/RTX4050;Rp14.450.000;Surabaya;Level99ID;;
MSI Gaming Thin 15 B13UCX 9S7-16R831-1465 i5-13420H 8GB 512GB RTX2050;Rp10.820.000;Jakarta Pusat;chocoapple;;
Laptop 2nd  Gaming Acer Nitro 5 Core i5-11400H 8GB SSD 512GB RTX 3050;Rp9.480.000;Bandung;PusatSparepart LaptopNew;;
Asus TuF Gaming A15 Ryzen 5 RAM 8GB SSD 512GB GTX 1650 GDDR6 Mulus;Rp8.450.000;Surakarta;solo elektronik murah;;
Laptop Gaming Desain Lenovo Slim 3 11th Gen Intel Core i5 Ram 8/512gb;Rp7.500.000;Bandung;R-07Store;;
Laptop Asus ROG G531GD Core i5-9300H Ram 8 Gb/SSD 512 Gb;Rp8.500.000;Surakarta;MG Com;;
"Lenovo Ideapad Slim 3 Core i5 12450H 8GB 512SSD Win 11 OHS 14"" FHD IPS";Rp8.179.000;Jakarta Utara;Thinkpad Official Store;5.0;40+ terjual
Lenovo Ideapad Slim 3 Core i5-12450H 16GB 1TBSSD W11 15.6FHD;Rp7.899.000;Jakarta Utara;Top Tech;5.0;28 terjual
Lenovo Ideapad Slim 3 14 Ryzen 5 8GB 512SSD W11+OHS 14.0FHD IPS 2 YR;Rp8.199.000;Jakarta Pusat;Lenovo Legion Official;4.7;30+ terjual
Lenovo Legion T5 26IRB8 Core i7-13700F 16GB 1TB SSD RTX 4070 12GB;Rp37.199.000;Jakarta Pusat;Lenovo Official;;1 terjual
IDEAPAD DUET 3 11IAN8-2XID;Rp8.799.000;Jakarta Pusat;RapidKlik;5.0;3 terjual
Laptop Gaming HP 15 AMD Ryzen 3 7320U 8GB 512GB SSD FHD IPS Win11 Silver;Rp6.099.000;Bekasi;kliknklik bekasi cyber park;;1 terjual
Promo ASUS TUF GAMING FX506LHB I565B6T-O11 I5-10300H 8GB 512GB;Rp8.125.000;Jakarta Timur;bongasjaya123;;
"Lenovo LOQ Gaming 15AHP9 37ID AMD Ryzen 5 8645HS Win11 8GB 512GB SSD NVIDIA RTX 4050 6GB 15.6"" FHD IPS 100% sRGB 144Hz Antiglare G-Sync OHS 4-Zone RGB Backlit Laptop 15inch 8000 Series Content Creator 83DX0037ID Luna Grey Garansi Resmi Windows Home Office";Rp17.099.000;Jakarta Pusat;InfoMikro;;
Laptop Lenovo ideapad C340 Intel Core i3-10110U 8GB SSD 512GB MX230;Rp4.000.000;Bandung;KenziLaptop Bandung;5.0;1 terjual
HP Pavilion Gaming 15 dk2002tx i5-11300H 8GB 512GB SSD RTX3050 Win+OHS;Rp14.450.000;Jakarta Pusat;chocoapple;;1 terjual
LENOVO IdeaPad 3 14IAU7 82RJ00D0ID Core i3 1215U 8GB 512GB W11 OHS;Rp6.665.000;Jakarta Pusat;Parade IT;5.0;2 terjual
LENOVO IdeaPad Slim 3 14ALC6 82KT00G5ID R3 5300U 8GB 512GB W10 OHS;Rp8.620.000;Jakarta Pusat;chocoapple;;3 terjual
Laptop 2nd  Gaming Acer Nitro 5 Core i5-11300H 8GB SSD 512GB GTX 1650;Rp8.600.000;Bandung;PusatSparepart LaptopNew;;
"LENOVO Legion Y540-15IRH-MTID 15.6""FHD/i5-9300H/8GB/512GB SSD/GTX 1650";Rp13.399.000;Jakarta Barat;Adain Aja;5.0;1 terjual
MSI GAMING THIN GF63 12UC 9S7-16R821-1077 i5-12450H RTX3050 8GB 512GB;Rp11.048.000;Surabaya;ExpoComp;;
Lenovo IdeaPad Gaming 3 AMD Ryzen 5 5500H 8GB 512GB RTX2050 W11 7FID;Rp10.025.000;Tangerang;GIGACOM-;;
LENOVO Ideapad Gaming 3 15IH7 i5-12450H RTX 3050 4GB RAM 8GB/512GB ;Rp13.420.000;Bandung;MG computer;;
"LENOVO Ideapad Gaming L340-1UID 15.6"" Full HD/Inteli7-9750H/8GB/512GB";Rp12.999.000;Jakarta Barat;Adain Aja;5.0;1 terjual
MSI GF63 THIN 12UC 1077ID RTX3050 Intel Core i5-12450H 512GB SSD 8GB RAM Gaming Notebook Laptop;Rp11.419.000;Malang;Galaxy Solusindo;;
"Lenovo Laptop IdeaPad Slim 3 14IAU7 Core i3-1215U 8GB 14"" FHD W11+OHS";Rp6.449.000;Surabaya;MyHartono Tech Zone;;
Terlaris ASUS ROG STRIX-G G513QC RYZEN 7-5800H 8GB 512GB RTX3050 4GB;Rp12.359.000;Semarang;Umar77 jaya;;
Murah ACER Nitro 5 AN515 55 77MG i7-10870H 8GB 512GB GTX1650Ti W10 +;Rp13.044.000;Jakarta Timur;bongasjaya123;;
ACER Nitro V15 ANV15-51-5115 RTX4050 Core i5-13420H 512GB SSD 8GB RAM;Rp14.674.000;Malang;GASOL SUMBERSARI;;
Lenovo IDEAPAD GAMING 3 15 RYZEN 7 7735HS RTX4050 8GB 512GB W11+OHS;Rp15.699.000;Jakarta Pusat;allkomputer;;
Grosir ASUS ROG ZEPHYRUS G14 GA401QC RYZEN 7 5800HS 8GB 512GB RTX3050;Rp15.334.000;Malang;Samsudin76;;
ACER PREDATOR HELIOS 300 PH315-53 i7-10750H 8GB 512GB RTX2060 6GB W10;Rp22.999.000;Surabaya;TRILOGIKOM;5.0;1 terjual
ASUS TUF GAMING F15 FX507ZC4 - I5-12500H 8GB 512GB RTX3050 4GB OHS;Rp13.148.000;Makassar;Asus Store Makassar;;
ACER NITRO V 15 I5 13420H RTX4050 6GB/ 8GB 512GB W11+OHS 15.6FHD 144HZ;Rp14.400.000;Surabaya;LAPTOP STORE SURABAYA;;
ASUS ROG ZEPHYRUS M GU502GU | I7 GEN 9 RAM 8 GB SSD 512 GB GTX 1660Ti;Rp11.000.000;Surakarta;Flatyvus;;
Acer Predator Helios Neo 16 PHN16-71-55MQ /Core i5-13500HX/8GB/512GB ;Rp17.200.000;Batam;PRM GROUP;;
laptop gaming Asus X55OVX i7-6700HQ VGA GTX 950M 8/512GB SSD Normal;Rp4.123.699;Bandung;69computer;;
Laptop GAMING / EDITING / BISNIS Lenovo Thinkpad A285 Ryzen 5 Pro - RAM 8GB - SSD 512GB - Mulititasking / Slim / Second & Bergaransi;Rp2.690.000;Jakarta Pusat;Apollo Notbook;;
ASUS TUF GAMING F15 FX506HF-I525B6T-O I5 11400H 8GB 512GB PCIe RTX2050;Rp11.350.000;Jakarta Pusat;PlatinumCom;5.0;1 terjual
Acer Nitro 5 AN515-55 Intel Core i5-10300H 8GB SSD 512GB GTX 1650 RGB;Rp8.650.000;Bandung;StoryLaptop Bandung;;
Asus ROG Zephyrus G14 GA401II-R75TA8G /AMD Ryzen 7-4800HS/8GB/512GB;Rp19.060.000;Kediri;RAHARJA NOTEBOOK CENTER;5.0;1 terjual
Laptop Lenovo Ideapad 5 Intel Core i5-1135G7 Ram 8GB SSD 512GB MX450 O;Rp6.789.000;Bandung;PusatSparepart LaptopNew;;
Laptop Gaming  Lenovo LOQ 15 INTEL I7 13650HX 8GB 512GB Rtx 3050 6GB;Rp15.499.000;Bekasi;JAGOANLAPTOP;;
"LENOVO ideapad slim 3 I5 12450H 8GB 512GB w11 ohs 14"" fhd ips";Rp8.199.000;Jakarta Utara;Intel Gaming ID;;3 terjual
LAPTOP BARU ASUS TUF GAMING F15 CORE I7 RAM 8GB SSD 512GB GTX 3050 4GB;Rp11.250.000;Surakarta;Flatyvus;;
"ACER Nitro V 15 i5 13420H RTX4050 6GB/8GB 512GB W11+OHS 15.6""FHD IPS ";Rp14.204.742;Jakarta Selatan;TECHNOLOGY ID;;
"LAPTOP LENOVO IdeaPad Slim 3 14IAH8 i5-12450H 8GB 512GB 14"" OHS W11";Rp8.179.000;Jakarta Pusat;Protech Computer;4.9;80+ terjual
"LENOVO IdeaPad Slim 5 14IMH9 Ultra 5-125H 16GB 512GB 14"" WUXGA W11 OHS";Rp13.250.000;Jakarta Pusat;Collins Official;5.0;24 terjual
Dell Alienware M15 Ryzen 7 5800H 32GB 512GB SSD RTX3060 6GB W10HSL OHS;Rp24.849.000;Jakarta Pusat;Intech Nusa Solusi;5.0;1 terjual
Lenovo Ideapad Slim 5i Intel Ultra 7 155H 512GB SSD 16GB OLED Win11;Rp14.899.000;Jakarta Barat;Lenovo Authorized Jakarta Barat;5.0;1 terjual
"LENOVO IdeaPad 1 14AMN7 RYZEN 3-7320U 8GB 256GB 14"" FHD OHS W11";Rp5.449.000;Jakarta Pusat;Protech Computer;4.8;50+ terjual
"ACER PREDATOR HELIOS NEO 16 PHN16 i7 13700HX 16GB 512GB RTX4050 16""";Rp19.450.000;;;;
"ACER ASPIRE LITE AL14-31P N100 8GB 256GB 14"" IPS W11 OHS21";Rp4.639.000;;;;
"ACER ASPIRE 3 SPIN I3-N305 8GB 512GB 14"" WUXGA IPS TOUCH W11 OHS";Rp8.336.000;;;;
Laptop Lenovo Legion Slim 7i i7-10870H RTX2060 Ram 32 GB 2 TB SSD;Rp15.000.000;Bandung;Gelang Karet Club Bola;;
LENOVO IDEAPAD SLIM 5 14IMH9 ULTRA 7 155H 16GB 512GB W11+OHS ;Rp13.999.000;Jakarta Pusat;Lenovo Legion Official;5.0;12 terjual
Lenovo IdeaPad Slim 5 Light Ryzen 7 7730U RAM 8GB 512GB SSD OHS W11;Rp9.399.000;Jakarta Pusat;Distributor Laptop ID;5.0;30+ terjual
lenovo thinkpad x1 carbon core i7 gen8 16GB 512GB WIN ORI - X1 i7 Gen6, 8GB - 256GB;Rp4.500.000;Jakarta Pusat;Mr Hanzo;4.9;100+ terjual
Lenovo Ideapad Slim 3i i5-12450H 512GB SSD 16GB IPS Win11+OHS;Rp9.399.000;Jakarta Barat;Lenovo Authorized Jakarta Barat;5.0;40+ terjual
"HP Pavilion Gaming 15-ec0107AX 15.6""fhd/amdryzen 5 3550H/8GB/512GB SSD";Rp7.950.000;Jakarta Selatan;Raigeki Shop;;
Grosir ASUS TUF Gaming F15 FX506HCB Core i7-11800H 8GB 512GB SSD;Rp12.324.000;Surabaya;rijal ultra;;
Laptop Gaming Acer Nitro 5 Intel Core i5-11400H RAM 8GB SSD 512GB;Rp9.600.000;Kab. Sleman;SUPER LAPTOP JOGJA;;
Laptop 2nd GM ACER NITRO 5 AMD Ryzen 5 4600H 8GB SSD 512GB GTX 1650 Ti;Rp8.359.000;Bandung;PusatSparepart LaptopNew;;
Laptop Acer Nitro 5 A515-57 Intel Core i5-11400H 4GB Nvidia GTX1650 RAM 8GB SSD 512GB Windows 11 ;Rp11.000.000;Jakarta Barat;Aviolyn Electronic Store;;
"LENOVO IDEAPAD SLIM 7 PRO 16 TOUCH ARC A370M EVO i7 12700 16GB 1TB 16""";Rp11.199.000;Jakarta Utara;ROGS STORE;4.8;15 terjual
ASUS ROG STRIX G513QM RYZEN 9 5900HX 16GB 1TB SSD RTX3060 6GB FHD;Rp16.499.000;Jakarta Pusat;NOTEBOOK GAMING ID;;3 terjual
Lenovo Ideapad Pro 5 Ryzen 7 8845HS RTX3050 1TB SSD 16GB OLED 120Hz Win11+OHS;Rp19.499.000;Tangerang;Lenovo Authorized Tangerang;;
LENOVO IDEAPAD SLIM 3 14 I5 12450H 8GB 512GB SSD W11+OHS 14.0FHD IPS  - NON BUNDLE, 8GB;Rp8.179.000;Jakarta Utara;AGRES ID;5.0;100+ terjual
"LENOVO IdeaPad Slim 5 14IRL8 i7-13620H 16GB 512GB UMA 14"" IPS OHS W11";Rp13.199.000;Jakarta Pusat;Protech Computer;5.0;18 terjual
Laptop Gaming Lenovo ideapad Slim 3 14 Intel I5 Gen 12 8GB 512GB Windows 11 Home Office Original;Rp8.099.000;Jakarta Barat;Sahabat Laptop id;;
ASUS ROG PHONE 7 SNAPDRAGON 8 GEN 2 16/512GB ULTIMATE 8/256GB 12/256;Rp8.940.000;Malang;MayaShop78;;
Asus TUF F15 FX506LHB I565B6T Laptop Gaming [Core i5-10300H/8GB/512GB;Rp11.401.000;Jakarta Barat;JujuCOM777;;
HP VICTUS 15 FA1094TX RTX2050 Intel Core i5 12450H 512GB SSD 8GB RAM Gaming Notebook Laptop;Rp11.507.000;Malang;Gasol Kaliurang;;
ACER NITRO V ANV15-51-542G i5 13420H 16GB 512GB SSD RTX2050 4GB 144Hz;Rp10.790.000;Jakarta Pusat;INFONET Mangga Dua;;
"ACER NITRO V 15 ANV15-51-542G i5-13420H 8GB 512GB RTX2050 15,6""WIN OHS";Rp11.139.000;Kab. Banyumas;tripio computer;;
"new lenovo ip gaming 3 jhid	r5-7535h/8gb/512gb/15.6""fhd/rtx2050-4gb";Rp15.631.000;Jakarta Pusat;Jevantin store;;
Grosir HP VICTUS Gaming 15 fa0008TX Core i7 12700H 8GB 512GB SSD RTX;Rp15.404.000;Jakarta Pusat;EKA SHOP_07;;
Promo ASUS TUF GAMING A15 FA507RC-R735B6G-O R7-6800H 8GB 512GB;Rp9.804.000;Jakarta Pusat;EKA SHOP_07;;
Grosir ASUS ROG STRIX-G G513QC-R735B6T-O RYZEN 7-5800H 8GB 512GB;Rp13.304.000;Jakarta Pusat;EKA SHOP_07;;
Asus Rog Zephyrus G14 GA402XV Ryzen 9 7940HS RTX4060 8GB 16G 1TB 165Hz;Rp22.599.000;Jakarta Pusat;NOTEBOOK GAMING ID;5.0;3 terjual
Lenovo IdeaPad 5 2-in-1 14AHP9 83DR000AID Ryzen 5 8645HS 16GB 512GB W11 OHS;Rp11.649.000;Makassar;AMD Authorized Partner Makassar;;
Lenovo Ideapad Slim 5i Intel Ultra 7 155H 512GB SSD 16GB SSD 100%sRGB;Rp13.899.000;Tangerang;Lenovo Authorized Tangerang;5.0;5 terjual
Lenovo Ideapad Slim 3 15 Core i7 1255 16GB 512GBSSD W11 15.6FHD IPS;Rp9.549.000;Jakarta Utara;EnVicStore;5.0;12 terjual
LENOVO IDEAPAD FLEX 6 i5-8250u /8GB RAM/1TB NVME / TOUCH / FHD / 2IN1;Rp4.300.000;Bogor;Ari speed comp;;
Murah ASUS TUF GAMING F15 FX506HCB-I535B6G-O11 i5-11400H 8GB 512GB;Rp11.554.000;Jakarta Pusat;EKA SHOP_07;;
Terlaris ASUS ROG STRIX-G15 G513RC-R735B6P-O RYZEN 7-6800H 8GB 512GB;Rp13.304.000;Jakarta Pusat;EKA SHOP_07;;
Grosir ASUS ROG STRIX-G G513IH Ryzen 7-4800 GTX 1650 8GB 512GB SSD;Rp11.904.000;Jakarta Pusat;EKA SHOP_07;;
produk acer nitro v 15 anv15-51-542g /core i5-13420h/8gb/512gb;Rp15.370.000;Jakarta Pusat;Jevantin store;;
Grosir ASUS TUF Gaming F15 FX506HCB Core i7-11800H 8GB 512GB SSD;Rp12.324.000;Jakarta Pusat;EKA SHOP_07;;
Grosir ASUS GAMING TUF DASH F15 FX517ZC i5-12450H 8GB 512GB RTX3050;Rp10.504.000;Jakarta Pusat;EKA SHOP_07;;
new pc gaming | intel i7 12700f | rtx 4060 8gb | 512gb nvme | 16gb ram;Rp21.223.000;Jakarta Pusat;Jevantin store;;
terbaru laptop acer nitro anv15-51 i5 13420h/8gb/512gb/rtx2050;Rp15.525.000;Jakarta Pusat;Jevantin store;;
Terlaris ASUS TUF Gaming F15 FX506LHB Core i5-10300H 8GB 512GB SSD;Rp7.120.000;Jakarta Pusat;EKA SHOP_07;;
Promo HP VICTUS Gaming 15 fa0011TX Core i5 12500H 8GB 512GB SSD RTX;Rp14.004.000;Jakarta Pusat;EKA SHOP_07;;
"LENOVO IdeaPad SLIM 1 Ryzen 3-7320U 8G 256G 14"" FHD AMD Radeon W11 OHS";Rp5.449.000;Jakarta Pusat;Collins Official;4.9;40+ terjual
LENOVO IDEAPAD SLIM 1 14IGL7 INTEL CELERON N4020 8GB 512SSD WIN11+OHS;Rp4.793.000;Surabaya;Lenovo Authorized Store Surabaya;5.0;16 terjual
Asus ROG Zephyrus G16 GU605 Ultra 9 185H 16GB 1TB RTX 4070 2.5K 240Hz;Rp35.099.000;Jakarta Pusat;NOTEBOOK GAMING ID;;
Lenovo Ideapad Slim 5 16 TOUCH i7 1355U 16GB 512GB SSD W11 15.6FHD;Rp10.099.000;Jakarta Utara;Gateway Indonesia Comp;4.9;60+ terjual
"LENOVO IdeaPad Slim 3 14IAH8 i5-12450H DDR4 8GB 512GB 14"" FHD W11 OHS";Rp8.179.000;Jakarta Pusat;Collins Official;5.0;40+ terjual
Grosir HP Pavilion Gaming 15-DK1079TX I5-10300H 8GB 512GB GTX 1650;Rp8.913.000;Jakarta Pusat;EKA SHOP_07;;
Grosir ASUS TUF GAMING A15 FA507RE-R7R5B6G-O R7-6800H 8GB 512GB;Rp11.554.000;Jakarta Pusat;EKA SHOP_07;;
Promo ASUS TUF GAMING A15 FA506IC-R735B6T-O11 R7-4800H 8GB 512GB;Rp11.204.000;Jakarta Pusat;EKA SHOP_07;;
Terlaris ASUS ROG STRIX-G15 G513RC-R735B6G-O RYZEN 7-6800H 8GB 512GB;Rp13.654.000;Jakarta Pusat;EKA SHOP_07;;
Grosir ASUS TUF GAMING F15 FX506LU i7-10870H 8GB 512GB GTX1660TI 6GB;Rp11.904.000;Jakarta Pusat;Toko_Sinarsanjaya;;
Murah ASUS TUF GAMING F15 FX506HC-I535B6T-O11 i5-11400H 8GB 512GB;Rp10.854.000;Jakarta Pusat;EKA SHOP_07;;
Terlaris ASUS TUF Gaming F15 FX507ZC Core i7 12700H 8GB 512GB RTX;Rp11.324.000;Jakarta Pusat;EKA SHOP_07;;
Grosir ASUS TUF GAMING F15 FX506LU i7-10870H 8GB 512GB GTX1660TI 6GB;Rp11.904.000;Jakarta Barat;Storidjabar77;;
new lenovo ideapad l340 gaming intel core i5-9300h 8gb ssd 512gb gtx;Rp11.935.000;Jakarta Pusat;Jevantin store;;
Promo ASUS ROG Strix G G513QC Ryzen 5-5600H RTX 3050 144Hz 8GB 512GB;Rp10.990.000;Jakarta Pusat;EKA SHOP_07;;
Murah ASUS TUF Gaming F15 FX506HCB Core i5-11400H 8GB 512GB SSD;Rp11.414.000;Jakarta Pusat;EKA SHOP_07;;
produk lenovo ideapad gaming 3 15ach6 amd ryzen 5-5500h 8gb 512gb win;Rp17.001.000;Jakarta Pusat;Jevantin store;;
Murah ASUS TUF GAMING F15 FX507ZC-I735B6G-O i7-12700H 8GB 512GB;Rp11.554.000;Jakarta Pusat;EKA SHOP_07;;
Murah ASUS TUF Gaming A15 FA506IC Ryzen 7 4800H 8GB 512GB RTX 3050;Rp11.904.000;Jakarta Pusat;EKA SHOP_07;;
Promo ASUS TUF GAMING A15 FA506IHR-R565B6T-O1 R5-4600H 8GB 512GB;Rp9.454.000;Jakarta Pusat;EKA SHOP_07;;
Lenovo Legion Slim 5 16 RYZEN 7 8845HS RTX4060 8GB/ 16GB 512GB W11+OHS;Rp23.639.000;Jakarta Utara;Deca Computer;;
LENOVO GAMING 3 RYZEN 5 5500H 8GB 512GB RTX2050 15.6 FHD 144Hz W11 OHS;Rp9.849.000;Jakarta Utara;GGKOM;;
ACER Nitro V15 ANV15-51-5115 RTX4050 Core i5-13420H 512GB SSD 8GB RAM;Rp14.674.000;Malang;Galaxy Solusindo;;1 terjual
"Lenovo IP Gaming 3i F0ID Intel core i7-12650H/8GB/512SSD/RTX3050/15.6""";Rp15.929.000;Kab. Sleman;kanakomputer;5.0;1 terjual
LENOVO LOQ 15APH9-37ID RTX4050 AMD Ryzen 5 8645HS 512GB SSD 8GB RAM Gaming Notebook Laptop;Rp16.450.000;Malang;Gasol Kaliurang;;
Terlaris ASUS ROG STRIX-G G513QC RYZEN 7-5800H 8GB 512GB RTX3050 4GB;Rp12.359.000;Jakarta Pusat;Toko_Sinarsanjaya;;
Grosir ASUS ROG ZEPHYRUS G14 GA401QC RYZEN 7 5800HS 8GB 512GB RTX3050;Rp15.334.000;Jakarta Barat;Storidjabar77;;
Grosir ASUS TUF GAMING F15 FX506Li i7-10870H 8GB 512GB GTX1650Ti 4GB;Rp11.064.000;Jakarta Barat;Storidjabar77;;
Grosir ASUS ROG STRIX G513IH RYZEN 7-4800H 8GB 512GB GTX1650 4G 144Hz;Rp10.644.000;Jakarta Pusat;Toko_Sinarsanjaya;;
Grosir ASUS TUF GAMING F15 FX506Li i7-10870H 8GB 512GB GTX1650Ti 4GB;Rp11.064.000;Jakarta Pusat;Toko_Sinarsanjaya;;
LAPTOP LENOVO IDEAPAD SLIM 5 - RYZEN 5 4500U 8GB 512GB SSD WIN10 OHS;Rp9.149.000;Jakarta Pusat;HOSANA COMPUTER;;30+ terjual
ACER NITRO 5 AN515-58- 55E6 NH.QFHSN.002 CI5-12500H/8GB/512GB/RTX3050;Rp11.575.000;Jakarta Barat;Paradise Store Ambasador;;
ACER Nitro V15 I5 13420H RTX2050 4GB/ 8GB 512GB W11+OHS 15.6FHD 144Hz;Rp10.780.000;Jakarta Selatan;LAPTOP JUTAWAN;;
"LENOVO LOQ 15 Gaming Ryzen 5 7640HS RTX3050 8GB 512GB 15.6"" 144Hz";Rp12.376.000;Bandung;ZAKIR STORE 77;;
"Grosir Lenovo IdeaPad Gaming 3 G3 R5-82EY00H5SB 15"" R5-4600 8GB 512GB";Rp11.765.000;Jakarta Timur;bongasjaya123;;
Grosir ASUS TUF GAMING F15 FX506Li i7-10870H 8GB 512GB GTX1650Ti 4GB;Rp11.064.000;Kab. Bandung;uhuy1234;;
LENOVO IDEAPAD SLIM 3 14 I5 12450H 8GB 512GB W11+OHS 14.0FHD IPS BLIT ;Rp8.250.000;Jakarta Pusat;LAPTOP PROJECT;;
LAPTOP LENOVO IDEAPAD SLIM 3 - RYZEN 5 7520U 8GB 512GB SSD WIN11 + OHS;Rp8.249.000;Jakarta Pusat;HOSANA COMPUTER;5.0;60+ terjual
Lenovo Ideapad Gaming 3 Ryzen 5 7535Hs Rtx2050 512Gb Ssd 8Gb 120Hz;Rp18.622.500;Tangerang;WebHouse;;
ACER Predator Helios Neo 16 i5 13450HX rtx4050 8GB 512GB 16WQXGA ;Rp16.622.742;Jakarta Selatan;TECHNOLOGY ID;;
Lenovo IdeaPad Flex 5 14ABR8 Ryzen 7 7730U 16GB 512GB W11+OHS;Rp12.299.000;Jakarta Pusat;Lenovo Official;5.0;30+ terjual
